Photonic Metamaterials[Crystallite Alloy], 2779100, 3006740, 3010380, 3121380, 3117600, 2771680, 2772800, 2798280, 2743120, 2701740, 5089440, 4214720, 4133520, 3333840, 3333840, 955240, 3982880, 3252020, 3358420, 4452220, 4331820, 4212820, 916240, 775720, 2505000, 2256360, 2387680, 962900, 505520, 25760, 48440, 1499160, 3697440, 3697440, 3660000, 3677360, 3756720, 3751540, 3754340, 3307340, 5983020, 6036780, 6008220, 7307340, 7396940, 2950820, 3085780, 3085500, 6008280, 6068480, 7172020, 7488300, 6725580, 7415640, 6059400, 5812760, 5743600, 3043840, 3058120, 2779400, 2941320, 3037080, 3060880, 5147160, 5147160, 4934900, 4965700, 2855900
Nanotransistors[Neo Mercurite], -3500, 43260, 1726900, 1628740, 1781200, 344240, 344520, 460000, 334520, 1117500, 1298800, 1371800, 1000700, 1279116, 1273796, 2113796, 1071356, 1968116, 1958484, 1364940, 1341500, 2822320, 2708500, 2043500, 4162564, 2786344, 3598944, 4337740, 4339000, 3669640, 3729180, 2493640, 2521920, 2521920, 2906420, 2837120, 2779780, 1408500, 1514340, 1489140, 1965600, 2453400, 5016400, 6132760, 6146480, 6146480, 6637520, 6476240, 5365020, 5345320, 5665680, 6358680, 5332180, 5527200, 5077280, 4738760, 2324660, 4106580, 2023156, 2862356, 2744476, 2738596, 3815756, 3815532, 3517332, 3301660, 492680, 492680
Photonic Metamaterials[Thulium Hafnite], 5618860, 5618860, 5618860, 5810920, 5870560, 4791600, 4515100, 4530500, 4328900, 4170060, 4850880, 3026540, 2957240, 2969280, 2969280, 3172140, 2668980, 1916980, 490800, 1541760, 1543020, 1543020, 1285700, 1016100, 178900, 874980, 900880, 935040, 943580, 304780, -492800, -52040, 1022880, 998520, 966820, 1380380, 1661060, 2597240, 2485520, 2095920, 1792960, 1499520, 1520520, 2573520, 3796280, 3411560, 4469680, 4550600, 4151040, 4151040, 5050600, 4273200, 3488080, 3492560, 2343520, 2355320, 2385420, 1459460, 1445180, 1134820, 1297160, 1108720, 1925620, 1934580, 1693220, 2658640, 2736760, 2736760
Tungsten Carbide, 1227640, 1227640, 1227640, 1289980, 657640, 736600, 737020, 737020, 2392480, 2389960, 2276560, 2920520, 2802580, 3742584, 685404, 2496024, 2495184, 1680424, 1657576, 497460, 114420, 2080860, 2080020, 2059200, 3032456, 3032456, 1440656, 1334520, 3051480, 2766800, 2766800, 2708640, 2717880, 2652900, 2544940, 2337600, 2144780, 2117480, 4767680, 4608840, 4572720, 4440840, 4036520, 3850040, 3850040, 3850040, -216920, 91300, 841320, 841320, 1103400, 1363320, 1354920, 1007580, 734220, 734220, 621940, 681940, 682444, 538884, 769924, 1296984, 1308824, 1308488, 1316048, 1326800, 1376640, 1354980
Photonic Metamaterials, 4487220, 4487220, 4487220, 4307220, 4307220, 2520780, 2101620, 2143620, 2576220, 2337960, 7449780, 7091520, 7091520, 5752980, 5752980, 2118720, 6310320, 5182320, 3028560, 6344640, 6344640, 6344640, 1317240, 1208940, 3857040, 3122040, 3123720, 629340, -58620, -1016820, -1008000, 687600, 5142960, 5142960, 5082180, 5085540, 5141160, 5141160, 5145360, 4560540, 8483340, 8026380, 8026380, 9603360, 9754980, 2513760, 3751920, 3751500, 8260200, 8260200, 9756540, 8592540, 6427020, 7248960, 5525400, 5543100, 5587620, 1603500, 1603500, 1181220, 1420740, 1109940, 2455620, 5526660, 5681220, 5361360, 5368500, 2260500
Nanotransistors[Platinum Technite], -1286040, -759640, -759640, 6729640, 6582920, 6579000, 6606580, 6612580, 2157740, 2329340, 1439640, 5145360, 4841460, 2946236, 3033456, 3329276, 4194336, 4580656, 4605044, 7674600, 7651160, 9481140, 4611380, 4518980, 4624564, 3357544, 3428144, 2274280, 5018280, 5010700, 5008640, 5061940, 5159100, 4442300, 4514320, 4518660, 4626520, 4136960, 4199960, 1663160, 2021740, 2265940, 3695220, 3861260, 3877780, 3874140, 4317580, 4250380, 7062100, 7040440, 7059940, 6592620, 6125000, 6261220, 5648200, 1997000, 204080, 3820280, 3806756, 4751796, 4751796, 4751796, 5022416, 5097792, 5184312, 4968220, 2921120, 1313920
Nanotransistors[Platinum Technite, Sulfuric Acid], -1099413, -669543, -669543, 4947396, 4826940, 4825260, 4796679, 4800066, 1454526, 1567896, 870129, 3750786, 3585441, 2030001, 2092119, 2233323, 2939343, 3256908, 3313356, 5638056, 5802651, 7209366, 3559083, 3480753, 3261993, 2328360, 2381310, 1554510, 3613140, 3610290, 3608745, 3804477, 3881400, 3343800, 3432885, 3419109, 3475539, 3101544, 3186531, 1283931, 1570926, 1819974, 2891997, 3065751, 3078246, 3081344, 3413924, 3414764, 5542034, 5513382, 5396952, 5046462, 4675224, 4696014, 4230264, 1491864, 207343, 2828143, 2818693, 3536503, 3536503, 3539653, 3754269, 3810969, 3877738, 3711553, 2161738, 956128
Nanotransistors[Neo Mercurite, Sulfuric Acid], -137508, -67368, 1195362, 1121721, 1225650, 149190, 100134, 185631, 87111, 659016, 764499, 920616, 704871, 779661, 772374, 1321713, 597108, 1297503, 1328436, 905811, 1070406, 2215251, 2131923, 1624143, 2915493, 1899960, 2509410, 3102105, 3103680, 2604495, 2649150, 1878252, 1903515, 1903515, 2226960, 2157954, 2090484, 1055199, 1172316, 1153416, 1528821, 1960569, 3882882, 4769376, 4779771, 4785598, 5153878, 5084158, 4269224, 4242042, 4351257, 4871007, 4080609, 4145499, 3802074, 3548184, 1797778, 3042868, 1480993, 2119423, 2031013, 2029753, 2849274, 2849274, 2627503, 2461633, 340408, 340198
Fernite Alloy, 611260, 611260, 1084180, 846040, 837348, 1146468, 2173472, 1964312, 1988860, 2063620, 1207872, 952092, 884880, 2102900, 2102900, 2107520, 2348600, 982580, 987200, 847360, 729340, 1422136, 2160496, 2164696, 2156032, 1745272, 1251268, 1268908, 1292848, 1574380, 1609240, 1824280, 2028424, 2870680, 2882020, 3228940, 1863460, 1866400, 1866400, 985560, 936840, 904080, 731040, 720960, 883080, 970440, 970440, 1353716, 1214040, 1214040, 1214040, 1209840, 148920, 74160, -358440, -576840, 1062036, 1174832, 1151312, 1442792, 2663332, 3015292, 3696112, 3899392, 3982552, 4270252, 1319880, 954480
Crystallite Alloy, -325940, 356980, 1811900, 2504900, 2493560, 2359160, 2359160, 2368400, 2058520, 1833300, 1878480, -172240, -415840, 892120, 892120, 977800, -1557040, 1346256, 1668344, 2924980, 4108860, 3751860, 3706920, 3501960, 3278080, 2530480, 2921080, 3606620, 3610400, 3627200, 3128880, 3069880, 3918840, 3918840, 3928080, 3313840, 3477640, 1665764, 1665764, 1494404, 1390244, 1551524, 1451404, 2186140, 2151700, 2143300, 2549860, 2275500, 2026440, 2207040, 5041140, 5036940, 5028540, 5358200, 5358200, 4834880, 4506840, 4534640, 4606360, 4715840, 4722560, 5385280, 5456680, 5596960, 5596960, 5599900, 4537260, 4423860
Terahertz Metamaterials[Promethium Mercurite], 1621380, 5061540, 5070780, 5139660, 5287360, 3786560, 2983080, 3000720, 4304400, 4344300, 4885920, 5540280, 4003560, 3850400, 1817600, 3315680, 3399400, 3425860, 2770900, 296300, -1509580, -127220, -874440, -468520, 1730360, 1733160, 991160, 1021940, 1881560, 1118600, 1127000, 1253440, 1927400, 1927400, 1936640, 1958280, 2883920, 2825060, 4578420, 4553220, 3019580, 3019580, 2157660, 1957940, 2404020, 2404020, 352140, 294380, 704720, 1120960, 1009500, 1005300, 878700, 1033400, 970120, 1085920, 1150600, 1095160, 765880, 689960, 915000, 1099200, 1798160, 1907360, 1907360, 1910300, 2013180, 1363580
Terahertz Metamaterials[Promethium Mercurite, Rolled Tungsten Alloy], 2222775, 4802895, 4809825, 4815705, 4766040, 3598020, 2972415, 3531645, 3454365, 3517890, 3528990, 3760200, 2534790, 2521140, 2577945, 2889960, 2852475, 2933115, 2561910, 1047735, -327675, -325785, -959700, -745140, 702840, 704940, 938670, 951885, 727620, 597135, 634725, 589275, 1224105, 1233135, 1365855, 1861515, 2623155, 2613135, 2712885, 2693985, 1627125, 1627125, 997905, 801285, 1167555, 1167555, 1067565, 1025505, 1307850, 1620030, 1366125, 981405, 819675, 1200405, 1218360, 1326210, 1425645, 1433415, 1087230, 1175820, 1344600, 1486110, 2031435, 2113335, 2242905, 2246370, 2299800, 1812600
Terahertz Metamaterials, 2700240, 7790340, 7790340, 10219620, 10208280, 10124280, 8889660, 8898900, 10790580, 10806960, 9008460, 11171460, 9265380, 9193980, 6052380, 7186920, 7186920, 7213380, -3458460, -2632260, -5341080, 1897200, 1252860, 734040, 3691740, 3691740, 2083140, 1758660, 3046200, 1616160, 1624560, 1821360, 1917120, 1917120, 1926360, 906720, 833580, 753060, 3383100, 3383100, 3665220, 3665220, 2364780, 2222700, 2115240, 1107240, -970980, -1057620, 154920, 780540, 908400, 13747800, 13850220, 13350000, 6981960, 7155240, 9151080, 9513120, 9519840, 9479880, 9855660, 10115580, 11222820, 7518420, 7518420, 7521360, 7753380, 7753380
Terahertz Metamaterials[Rolled Tungsten Alloy], 3142480, 6535880, 6535880, 8094360, 7872880, 7760320, 6906580, 7640740, 7495140, 7550860, 5825040, 6920960, 5553080, 5640440, 5654580, 5328880, 5195180, 5293880, -1660660, -654160, -2488040, 957640, 430080, -35640, 1667920, 1667920, 1649160, 1419680, 1119400, 755020, 802340, 746500, 982820, 994860, 1168740, 1128220, 1169340, 1161160, 1294160, 1294160, 1593400, 1593400, 749400, 592240, 562880, -109120, 423960, 367880, 1142360, 1559440, 1417600, 9468440, 9447680, 9467140, 5309000, 5452520, 6850980, 7158140, 7030320, 7197720, 7448240, 7626000, 8392300, 5922700, 6095460, 6099100, 6222140, 6222140
Hypersynaptic Fibers, 3854115, 3859530, 3859530, 3845250, 3735210, 455385, 561570, 4296420, 7411020, 7024620, 13996200, 13558290, 15670140, 5383230, 5321070, 18754770, 18754770, 16751220, 12495660, 7429020, 7429020, 4690350, 4123650, 4209480, 4215780, 3419520, 2807910, 6167430, 4553430, 9071340, 9080160, 11459880, 12684330, 7434330, 7446930, 7035000, 6493500, 6493500, 1387680, 1362480, 583845, -940755, 3298050, 10010490, 10010490, 9281100, 9742268, 10157648, 10159748, 10066425, 10066425, 9487020, 6933090, 6820260, 6477510, 6477510, 4333830, 3274305, 3921525, -1726590, -1364130, -1364130, -1238595, 1486365, 1486365, 2032365, 1213440, -1214160
Vanadium Hafnite, -1968008, -1968008, -1314588, 849400, 1028320, 1028320, 1253740, 3052260, 5044980, 5971700, 5829320, 3470700, 3472800, 5095720, 5095720, 5681620, 4478700, 4247660, 2052880, 1743000, 1660140, 2844220, 2428420, 2432620, -1859564, 2658100, 2732440, 2850880, 2918140, 3195340, 3304960, 3428640, 3373040, 3544400, 2408176, 3264136, 4801700, 4804640, 4133480, 4050320, 3398160, 3365400, 3255360, 3144880, 3095040, 3188280, 3482000, 4117040, 4115360, 4115360, 4115360, 4111160, -1776136, -1626376, 1908536, 2971320, 5109700, 4777060, 4868620, 4874500, 4448280, 4403640, 4039740, 4112820, 4195980, 3328480, 2853716, 2853716
Platinum Technite, 6939440, 8518640, 8518640, 8518640, 8086880, 8085200, 8080460, 10177820, 9643540, 9643540, 6898000, 6571160, 5873680, 3275800, 3373060, 3628000, 4289820, 4498560, 4600620, 5391120, 5420000, 5369600, 2891600, 2614400, -60880, 275120, 703520, 1709320, 1608520, 3425860, 3484660, 4764500, 6337100, 6351540, 6574140, 7681260, 7007220, 7217640, 7366320, 7366320, 7164160, 7164160, 7134440, 6038680, 5568400, 5557480, 5549080, 5554120, 4253960, 4253960, 3853280, 2451320, 1432120, -985100, -1402160, -1260400, 1274700, 662340, 620760, 941640, 941640, -906680, -440060, -213260, 449940, 336100, 235020, 235020
Fullerides, 2260914, 2260914, 2260914, 2260914, 1923990, -345690, -345270, 906330, 2164098, 3037698, 3037278, 2999760, 2999760, 3707160, 3699180, 3712200, 2025060, 2689092, 2690352, 2721696, 2616210, 2615682, 3562788, 3564954, 6048234, 6001194, 6001194, 5986914, 5724828, 5643768, 5249334, 3224094, 3171240, 3171240, 3109440, 1398300, 1414788, 261888, -633552, -633552, -702498, -484098, 26790, 654000, 654000, 652320, 1613880, 1621440, 1621440, 1621440, 2078994, 4626756, 4625076, 4638096, 3946590, 2978388, 2764962, 5253882, 5002302, 5003142, 5003142, 4520124, 4496256, 4496256, 4503816, 4995012, 2676612, 2671572
Fullerides[Carbon Polymers], 1389088, 1389088, 1389088, 1382536, 1153104, -356936, -342656, 523636, 1587184, 2175044, 2217492, 2078296, 2058696, 2306296, 2302096, 2316236, 1199596, 1865304, 1891680, 1989856, 1990932, 1997020, 2274644, 2278944, 3924104, 3925476, 3899436, 3915536, 3742072, 3693632, 3437956, 2150628, 2058272, 2056900, 2004696, 881436, 892988, 119208, -475568, -488448, -534972, -389372, -62780, 386496, 386804, 386804, 1026612, 1019332, 1012752, 999312, 1303614, 3000722, 3031088, 3041868, 2580808, 1935340, 1833928, 3494888, 3501594, 3513869, 3516389, 3194184, 3027022, 3045782, 3050780, 3379224, 1838048, 1828528
Crystalline Carbonide, 2352920, 2352920, 2634500, 2627780, 2616440, 912080, 491240, 472780, 483260, 499640, 2082000, 2712040, 2712040, 3064000, 3064000, 3942980, 3942980, 3674600, 1412540, 3465180, 3361860, 3381180, 3815040, 3345920, 2753880, 1610000, 1593200, 1593620, 1308600, 1095240, 1096920, 1025860, 2749540, 2749540, 2289480, 2234040, 1876240, 2084520, 2387760, 2387760, 2245800, 1788840, 1788000, 1695820, 1321220, 743300, 1990700, 1993220, 1819520, 1817000, 2473720, 829000, -212600, -141620, -97960, 28040, -55920, -70360, -315640, 373620, 706080, 395280, 2249340, 2261100, 2415660, 2418600, 1844020, 1838980
Crystalline Carbonide[Carbon Polymers], 1450425, 1450425, 1638145, 1627113, 1614737, 481577, 215017, 234603, 466625, 483005, 1580640, 1886483, 1866883, 1877523, 1878643, 2470089, 2478209, 2522309, 1039805, 2485512, 2488032, 2507352, 2442812, 2132921, 1727868, 998013, 960773, 986673, 797920, 661280, 669680, 685139, 1777139, 1775767, 1458056, 1438596, 1200623, 1334296, 1538640, 1525760, 1430560, 1125920, 1111360, 1081043, 831617, 447457, 1277825, 1267185, 1144805, 1129685, 1566765, 468885, -194029, -144609, -115558, -31558, -46660, -54607, -43701, 427521, 651681, 444288, 1529078, 1555678, 1658676, 1661616, 1282986, 1273466
Rolled Tungsten Alloy, 2783360, 2783360, 2783360, 2768240, 2126480, 536400, 444420, 2628420, 2356260, 2490660, 910200, 1718160, 1426680, 1789240, 2016460, 2365480, 1964380, 1528880, 1270140, 1326840, 1326840, 1276440, 982440, -111840, -1277560, -1277560, -1300240, -1296400, -1338400, 428540, 553700, 394860, 493540, 529660, 1032820, 2942140, 3366380, 193232, 592232, 407400, 740880, 740880, 913728, 612168, 739008, 739008, 1231440, 1236480, 1134840, 1134840, 453600, -206280, 840640, 891460, 815440, 899440, 1078592, 1109672, 706996, 1276120, 1276120, 1289560, 1373980, 1258460, 1773852, 1778892, 2187972, 2187972
Nanotransistors, -4978680, -4978680, -4978680, 6255240, 6251040, 4179600, 4180020, 4348620, -603240, 527760, 565980, 6418140, 6260490, 3690654, 3707874, 3720894, 3316854, 5119164, 5104716, 9932700, 9897540, 12684510, 6618870, 6618870, 9238446, 7169916, 7061616, 4842360, 9008760, 7996320, 7963830, 5693460, 5702700, 4627500, 4901430, 4354380, 4268370, 2303220, 1407780, -2397420, -1775550, -1190850, 2616690, 3016530, 3016530, 3016530, 4509090, 4405770, 8674170, 8641680, 8854470, 9870870, 9190440, 9355500, 8644500, 3125700, -440430, 7776450, 7776954, 9034074, 9034074, 9034074, 9142014, 9141678, 8694378, 8369400, 2986230, 575430
Ferrogel[Ferrofluid, Prometium], 153050, 258050, 264350, 1274345, 686135, 1357350, 1263565, 826175, 1391695, 6653035, 6863665, 3601250, 2097925, 5073540, 5046080, 4464800, -688370, -1261770, -1823415, -974805, -1005570, -1187230, -1689560, 2574210, 1409555, 1734425, -3184440, 2402755, 2420920, 1335220, 1281460, 1982130, 3008300, 2574230, 2583365, 6521475, 7973625, 8070330, 7918290, 7654380, 6470820, 4486740, 3646530, 3622170, 7316490, 8096115, 4969255, 5026690, 930345, 720385, 627725, 5586895, 5931295, 6816550, 6835870, 5116640, 7793615, 7313975, 7363115, 6510635, 3573615, 4197105, 3969360, 4534470, 4537830, 4335315, 4541190, 4041390
Ferrogel[Ferrofluid, Hexite, Prometium], 2392456, 2396488, 2401528, 2568604, 1969684, 494016, 419072, 505960, 916880, 5133680, 4864628, 2223952, 902012, 4217760, 3523876, 3128656, -988588, -1438992, -1483512, -1015212, -1039824, -1195232, -1341400, 1990152, 1068508, 1629460, -2305632, 2161268, 2147744, 2474588, 2418140, 2491476, 3139708, 2792452, 2844280, 6295320, 7515840, 7587744, 7424952, 7236336, 6289488, 4722048, 4254840, 4175040, 5964744, 6588444, 4133996, 4277552, 980148, 812180, 710668, 4430372, 4704548, 5513300, 5467352, 4051312, 6237832, 5837992, 5868652, 5250844, 2901228, 3400020, 3218748, 3296028, 3376836, 3215160, 3428916, 3029076
Nanotransistors[Sulfuric Acid], -3498964, -3452204, -3452204, 4037048, 4020360, 2641080, 2575672, 2686588, -620532, 113028, 97852, 4134448, 4112788, 2220868, 2227952, 2129084, 1936024, 3174664, 3215908, 6464608, 6684068, 8587688, 4546644, 4534604, 5883724, 4526880, 4454680, 3026640, 5805080, 5133900, 5112240, 3806336, 3817900, 3101100, 3330480, 2943072, 2853112, 1533912, 987268, -1549532, -1110872, -633208, 1905236, 2237428, 2237568, 2245338, 3240378, 3239818, 6110058, 6071856, 6038976, 6716576, 6235592, 6237132, 5755152, 2075952, -221243, 5134877, 5136137, 5986257, 5986257, 5990457, 6077952, 6077952, 5782258, 5560118, 1952018, 344538
Ferrogel[Ferrofluid, Hexite], 2298305, 2303345, 2307545, 2343770, 1595120, 784260, 675460, 2037770, 2551420, 7822420, 5638210, -1618195, 1796680, 5930130, 5062775, 3604535, -1682720, -1733325, -1841475, -1253790, -1271955, -1837915, -1854725, 1723815, 530285, 1413965, -3835020, 2347000, 2329885, 2736340, 2653075, 1700625, 1818755, 1384685, 3485420, 7586280, 8335980, 8341860, 6835320, 6599550, 6443730, 4234110, 3189780, 3115650, 4974780, 5755350, 2581660, 2757010, 706380, 496420, 608510, 5266540, 5640760, 6357595, 4840240, 4813820, 7546340, 7077830, 7359125, 5499275, 3070140, 3621810, 3654570, 3635880, 5542890, 5339535, 5585835, 5573235
Sylramic Fibers, -2508168, -2298168, -2298168, -835440, -1509576, 3097740, 3336000, 3345240, 3766860, 3533760, 3890340, 3554040, 3645024, 1992228, 3785628, 4517736, 4517736, 4600512, 3553980, 6168876, 6168876, 6188196, 5102496, 4501848, 4003800, 3189000, 3172200, 3132300, 3127416, -62400, -20400, 321600, 622620, 622620, 812460, 301284, 254796, 227496, 227496, 114864, 252648, 252648, -464580, -462900, 3442620, 3442620, 4173060, 4173060, 4264200, 4328880, 4320060, 4419828, 4413108, 4068288, 3299232, 3767952, 3747000, 3447204, 3564804, 3902400, 4494780, 4451100, 4493100, 5841300, 5978556, 5981496, 5983176, 5983176
Nonlinear Metamaterials[Ferrofluid, Titanium Chromide], 3290460, 3295500, 3295500, 2811675, 2014755, 824790, 283815, 453465, 401595, 22335, 62085, 1711140, 1716405, 2074710, 2092380, 2991090, 2992350, 2950770, 2754735, 2576295, 2577240, 2577240, 2208690, 2081940, 2008335, 2895165, 2340180, 2358555, 2354880, 2369370, 123030, 1389420, 1349520, 1331250, 543345, 1322865, 494535, 153300, -189120, -760620, -1143870, -1095990, -1080240, -711300, -417450, 383835, 2367495, 2551560, 2550615, 2392995, 2392995, 2363595, 2230875, 2419950, 2277570, 2205750, 2209425, 1610565, 4249335, 4453005, 5515995, 6067665, 6977340, 6959070, 6975870, 6979965, 6214740, 6202140
Sylramic Fibers[Ceramic Powder], -1554932, -1368172, -1368172, -391200, -839784, 1902200, 2014140, 2051100, 2313420, 2289340, 2279960, 2187220, 2174096, 1093232, 2289952, 2678764, 2762204, 2868068, 2427280, 3977904, 3954524, 3960964, 3233524, 3052612, 2515060, 1995660, 1959680, 2028840, 2033564, -92980, -64560, 305400, 468840, 468840, 505100, 187556, 174764, 165384, 208980, 121012, 213428, 213428, -139564, -116520, 2485760, 2485760, 2925680, 2907200, 2899920, 2869120, 2863240, 2928352, 2926392, 2786952, 2639088, 2639088, 2659140, 2460956, 2546916, 2957620, 3355200, 3359400, 3374380, 3976100, 4061444, 4066064, 4047864, 4038064
Nonlinear Metamaterials[Ferrofluid], 3492540, 3492540, 3492540, 2831480, 1768920, -571320, -1424500, 608260, 608260, 70660, 267720, 2481580, 2595000, 2703000, 2726560, 2963460, 2628580, 2633340, 2397440, 1900240, 1901500, 3083100, 2794980, 2781940, 2786420, 4011700, 3271160, 3295520, 3303500, 3255620, -652160, 878160, 1988920, 1964560, 880980, 1111420, 1779380, 1296120, 888840, 89320, -421680, -428400, -840840, -471560, -322240, 525080, 2242600, 2338360, 2337800, 2127640, 2127640, 2451040, 2381600, 2801000, 2466960, 2466960, 2471020, 1748420, 5308220, 5199540, 6616440, 7345280, 8557620, 8294980, 8300020, 8303800, 7279720, 5650680
Hypersynaptic Fibers[Solerium, Vanadium Hafnite], 1172738, 1180485, 1319715, 1394370, 1443300, -79538, 44220, 2469405, 4042035, 4060725, 5809185, 5212125, 6163575, 1296795, 1296795, 8134815, 8199285, 7567320, 5962545, 3362445, 3285690, 3066315, 2539155, 1344750, 1743225, 1401795, 1123815, 2885790, 3213735, 3604530, 3638550, 4039860, 4569765, 2197605, 2213670, 2434215, 2862975, 3375480, 2331630, 2326380, 1781242, 1092232, 2739765, 4778865, 4786635, 4072605, 4348125, 4446720, 4444725, 3109927, 3046927, 2797125, 1227420, 1104330, 861555, 785535, 802440, 406658, 398257, -2421600, -2234700, -2158890, -1901138, -743198, -686708, -608902, 933480, -280320
Nonlinear Metamaterials[Titanium Chromide], 382300, 389020, 389020, 2405460, 2128860, 2815840, 2091600, 2341600, 2272440, 2304360, 1872820, 10235060, 10241380, 3982320, 4005880, 5871260, 5872100, 5822260, 3008820, 2161060, 2161060, 2189060, 1985780, 1815380, 1522640, 1446200, -46560, 3942460, 3929580, 3948900, 1065640, 2077400, 2012720, 1973520, 914160, -1112200, -2216640, -2798600, -3051040, -4810120, -1938160, -1874320, -1874320, -1384080, 383640, 411260, 2823460, 2987680, -832220, 1544820, 1544820, 2453420, 3432300, 5137880, 4948040, 4852280, 4716760, 4498160, 7706000, 5752400, 8270260, 8270260, 9442980, 9401820, 9424220, 7892620, 4077360, 4077360
Hypersynaptic Fibers[Dysporite, Vanadium Hafnite], -1191023, -1153245, -1028085, -994380, -1467405, -1616318, -1507680, 913515, 2456535, 1967760, 2393220, 2067270, 2924220, 4535625, 4548225, 4128120, 4251180, 3251820, 2428665, 365955, 366900, 236355, -298890, -891015, -554805, 302235, 19635, 288930, 621180, 2953635, 2876250, 3300240, 3920865, 3963705, 3976830, 4423545, 4276905, 4368255, 1789095, 1766205, 1578277, 1561687, 1567860, 2916270, 2918370, 3356085, 3530175, 4077225, 4157340, 3234772, 3234247, 2942445, 1433850, 1687290, 1651575, 1651785, 1699350, 1157828, 1337587, 1266840, 1274715, 1906815, 2016308, 2048018, 2068808, 2143988, 1775895, 1763295
Ferrogel[Prometium], -3800913, -3660913, -3652513, 355687, 357367, 3525920, 3397933, 2838547, 3592573, 11145293, 10941593, 12755207, 10750073, 7980760, 7944147, 7836207, 964473, 205540, -3095380, -2573740, -2616020, -2830233, -3211887, 2471740, 724267, -101453, -7412720, 4001393, 4017633, 2570033, 2610213, 2867680, 4224427, 3630827, 3634187, 5819280, 7755480, 7757440, 7758840, 6409880, 8214760, 5569320, 4428040, 4393880, 10695560, 10694300, 6292473, 6287853, -2992580, -685327, -808873, 6751153, 8366193, 11000013, 11025773, 8733467, 12162347, 12102707, 11857707, 8495907, 5680420, 5776180, 5432340, 6169020, 6173500, 4366420, 1845960, 1196360
Ferrogel[Ferrofluid], -718953, -578953, -573353, 543147, -241133, 2032120, 1886913, 2975327, 3729353, 10744473, 8561453, -1062513, 3689453, 7641960, 7605347, 5544687, -1513807, -1595140, -2414000, -1279440, -1303660, -2041473, -2490047, 2413780, 805607, 1482087, -5516560, 2730893, 2754833, 1304433, 1215813, 757880, 1203227, 624467, 3351247, 8318140, 9219740, 9236680, 7296560, 6944680, 6736920, 3757720, 2023680, 2025360, 6447120, 7487880, 3177893, 3249013, 548720, 268773, 463867, 7087293, 7588493, 8376693, 6455893, 6488427, 10056887, 9459087, 9848567, 7261807, 4022960, 4758520, 4800660, 5400420, 7812900, 7541200, 7787840, 7771040
Nonlinear Metamaterials, -768660, -768660, -768660, 2232060, 1817160, 1717200, 433020, 3517860, 3517860, 3517860, 3086640, 15652680, 15821760, 5878560, 5913900, 7269900, 6766320, 6781860, 2599920, 939360, 939360, 2753760, 2753760, 2732100, 2446920, 2396520, 156540, 6139860, 6139860, 6068040, 374160, 1654500, 3303420, 3244620, 1606020, -2646900, -1644960, -2560320, -2865060, -5559960, -1252020, -1262100, -1912260, -1360860, 927000, 636840, 2864100, 2885940, -2842860, 722700, 722700, 2629500, 4259100, 7068420, 6567360, 6567360, 6362820, 6148740, 11022660, 7521900, 11298060, 11287980, 13046220, 12627060, 12634620, 10334700, 4606140, 2187780
Ferrogel[Hexite, Prometium], -13165, -8125, -1825, 2203175, 2043995, 1904610, 1808725, 1935185, 2448835, 8123035, 7423315, 8745095, 7092145, 6184230, 5316875, 5323175, 175990, -382815, -2352510, -2224515, -2256225, -2429485, -2396105, 1767285, 469280, 226310, -5257140, 3299875, 3276985, 3685540, 3698875, 3282975, 4084655, 3639455, 3697625, 5712135, 7237785, 7232430, 7182030, 6198450, 7552110, 5592810, 4993050, 4892040, 8161110, 8160165, 4917595, 5036140, -1949595, -219155, -346045, 5014435, 6224035, 8325085, 8267650, 6497600, 9125435, 9060545, 8865980, 6424850, 4313235, 4385055, 4128330, 4212330, 4313340, 2958450, 1129425, 642225
Hypersynaptic Fibers[Solerium], 1560710, 1571040, 1599040, 1661480, 1593720, -436730, -345780, 2152520, 4249360, 4159760, 8823300, 8516240, 9784140, 3235460, 3177220, 12032640, 12038240, 11195620, 8386020, 4671140, 4567540, 2741760, 2160680, 2004260, 2360560, 1788560, 1381380, 3691200, 2610720, 3039380, 3048200, 4641680, 5361940, 2141940, 2151740, 2022160, 2428360, 3110720, 1773520, 1794240, 1275150, 302990, 2536380, 5385660, 5378940, 4395820, 4838506, 4758286, 4756186, 3846690, 3762690, 3431020, 1690040, 1533760, 1210060, 1108700, -299980, -1008010, -517170, -4278940, -4036880, -4050880, -3730310, -1952030, -1904430, -1535950, 413600, -1204800
Fermionic Condensates[Caesarium Cadmide, Prometium], 7306260, 7306260, 5370060, 7029940, 7028470, 4167220, 4118040, 4019740, 3902980, -1876430, 5715670, 6338910, 6951470, 93500, -24100, 7085410, 7349350, 7321680, 6374580, 5324620, 5179720, 4223060, 2292830, 2051990, 1781300, -59880, 302160, 1702120, 1537830, 1766850, 973380, 766800, 100700, -1162880, -1151960, -1156580, 75040, 579040, 581140, 597940, -556640, -1643680, 111080, 2311670, 2503190, 1893740, 3096020, 2957210, 6901970, 6900710, 6505700, 6395300, 5665360, 6418460, 6262840, 3664920, 3936100, 2798320, 2567740, -211400, -26390, 106750, -1174250, 1630930, 1630930, 1622580, 1722290, -4082110
